BUS1 BUS2 BUS3 CI G_MAG B_MAG WI1 WI2 WI3 WI_V WI_A ARE OWN NAME BUS4 NAME2
3723 3724 43658 03 0.000 0.000 1 1 1 1.069918 4.30859 513 0 PIRINE-GO230-PIRIT3-M 43657 PIRIT3-MG000
3725 3740 0 01 0.000 0.000 1 1 0 0.000000 0.00000 513 0 UTPALM-GO230-PALMEIUT  
3727 3728 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 R.VERM-GO138-R.VERM-G  
3727 3728 0 02 0.000 0.000 1 1 0 0.000000 0.00000 564 0 R.VERM-GO138-R.VERM-G  
3731 3732 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 EST.DA-GO138-EST.DA-G  
3733 3734 0 01 0.000 0.000 1 1 0 0.000000 0.00000 564 0 SADESC-GO138-SADESC-G  
3738 3737 0 01 0.000 0.000 1 1 0 0.000000 0.00000 515 0 SENCAN-GO138-SENCAN-G  
3738 3737 0 02 0.000 0.000 1 1 0 0.000000 0.00000 515 0 SENCAN-GO138-SENCAN-G  
3741 3742 0 01 0.000 0.000 1 1 0 0.000000 0.00000 515 0 RIVIER-GO138-RIVIER-G  
3748 3749 0 01 0.000 0.000 1 1 0 0.000000 0.00000 515 0 MOSQUI-GO138-MOSQUIPC  
3748 3749 0 02 0.000 0.000 1 1 0 0.000000 0.00000 515 0 MOSQUI-GO138-MOSQUIPC  
3757 3752 0 01 0.000 0.000 1 1 0 0.000000 0.00000 517 0 CIBA---GO138-CIBA--BI  
3778 3779 0 02 0.000 0.000 1 1 0 0.000000 0.00000 515 0 TAMBOR-GO138-TAMBORPC  
3782 3783 0 02 0.000 0.000 1 1 0 0.000000 0.00000 515 0 RENIC--GO138-RENIC-PC  
3797 254 0 01 0.000 0.000 1 1 0 0.000000 0.00000 255 0 LAJES-PCH013-FONTES-R  
3965 3964 0 01 0.000 0.000 1 1 0 0.000000 0.00000 513 0 C.BRAV-GO230-CBRAV-UH  
3966 3962 0 01 0.000 0.000 1 1 0 0.000000 0.00000 252 0 MACAE--RJ345-NFLU-GUT  
3966 3963 0 01 0.000 0.000 1 1 0 0.000000 0.00000 252 0 MACAE--RJ345-NFLU-VUT  
3966 3977 0 01 0.000 0.000 1 1 0 0.000000 0.00000 252 0 MACAE--RJ345-TMACAGUT  
3966 3978 0 01 0.000 0.000 1 1 0 0.000000 0.00000 252 0 MACAE--RJ345-TMACAVUT  
3967 3968 0 01 0.000 0.000 1 1 0 0.000000 0.00000 513 0 SSALVA-GO230-SSALV-UH  
3974 3975 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 SEROP-UTE000-ELETRO-R  
3985 3986 0 01 0.000 0.000 1 1 0 0.000000 0.00000 257 0 ITAOC1-RJ138-ITAOC1UH  
3993 3994 0 01 0.000 0.000 1 1 0 0.000000 0.00000 257 0 STAFE-PCH013-ST.FE--R  
3995 3996 0 01 0.000 0.000 1 1 0 0.000000 0.00000 257 0 BONFA-PCH013-BONFAN-R  
3997 3998 0 01 0.000 0.000 1 1 0 0.000000 0.00000 257 0 MONSE-PCH013-M.SERR-R  
4017 4016 0 01 0.000 0.000 1 1 0 0.000000 0.00000 355 0 PICADA-MG138-PIDACAUH  
4027 4028 42148 02 0.000 0.000 1 1 1 1.026538 -3.10230 354 0 VESPA2-MG138-VESPA2-M 42147 VESPA2-MG000
4027 4028 42150 03 0.000 0.000 1 1 1 1.035106 -3.08588 354 0 VESPA2-MG138-VESPA3-M 42149 VESPA3-MG000
4041 4039 0 01 0.000 0.000 1 1 0 0.000000 0.00000 356 0 QUEIMA-MG138-QUEIMAUH  
4043 4042 0 01 0.000 0.000 1 1 0 0.000000 0.00000 353 0 AIMORE-MG230-AIMOREUH  
4049 4051 42037 01 0.000 0.000 1 1 1 0.993589 15.13833 351 0 PIRAP2-MG500-PI2.T1-M 42036 PI2.T1-MG000
4049 4051 42039 02 0.000 0.000 1 1 1 0.991879 15.37508 351 0 PIRAP2-MG500-PI2.T2-M 42038 PI2.T2-MG000
4050 1490 0 01 0.000 0.000 1 1 0 0.000000 0.00000 351 0 BDESP3-MG500-BDES3-CE  
4053 4052 0 01 0.000 0.000 1 1 0 0.000000 0.00000 358 0 AMADO1-MG138-AMADO1UH  
4055 4054 0 01 0.000 0.000 1 1 0 0.000000 0.00000 358 0 AMADO2-MG138-AMADO2UH  
4065 4064 0 01 0.000 0.000 1 1 0 0.000000 0.00000 352 0 IRAPE--MG345-IRAPE-UH  
4065 9041 0 01 0.000 0.000 1 1 0 0.000000 0.00000 352 0 IRAPE--MG345-IRAPE-SI  
4065 4071 42056 04 0.000 0.000 1 1 1 0.986602 17.56908 352 0 IRAPE--MG345-IRAPE4-M 42055 IRAPE4-MG000
4065 4071 42058 05 0.000 0.000 1 1 1 0.986650 17.60480 352 0 IRAPE--MG345-IRAPE5-M 42057 IRAPE5-MG000
4069 4068 0 01 0.000 0.000 1 1 0 0.000000 0.00000 356 0 R.BAIX-MG138-R.BAIXUH  
4070 4081 42060 01 0.000 0.000 1 1 1 1.025841 15.11266 353 0 ARACUA-MG230-ARAÇU1-M 42059 ARAÇU1-MG000
4070 4081 42062 02 0.000 0.000 1 1 1 0.959220 15.07652 353 0 ARACUA-MG230-ARAÇU2-M 42061 ARAÇU2-MG000
4072 4313 42219 01 0.000 0.000 1 1 1 0.993052 0.91971 353 0 TIMOT2-MG230-TIM.T1-M 42218 TIM.T1-MG000
4075 4076 42177 01 0.000 0.000 1 1 1 1.027048 0.82557 351 0 ITABI5-MG500-ITA5T1-M 42176 ITA5T1-MG000
4075 4076 42179 02 0.000 0.000 1 1 1 1.027074 0.82559 351 0 ITABI5-MG500-ITA5T2-M 42178 ITA5T2-MG000
4095 4096 4098 01 0.000 0.000 1 1 1 1.025824 -9.16379 355 0 SDUMO2-MG138-SDUMON-M 4097 SDUMON-MG000
4098 4093 0 01 0.000 0.000 1 1 0 0.000000 0.00000 352 0 SDUMO2-MG345-SDUM2-CE  
4101 4100 0 01 0.000 0.000 1 1 0 0.000000 0.00000 361 0 JFORA--MG138-JFORA1UT  
4114 3999 0 01 0.000 0.000 1 1 0 0.000000 0.00000 255 0 PARACA-RJ138-PARACAPC  
4116 4117 0 01 0.000 0.000 1 1 0 0.000000 0.00000 257 0 ITAOC2-RJ138-ITAOC2PC  
4120 9601 44306 01 0.000 0.000 1 1 1 0.967076 -19.14218 254 0 Z.OEST-RJ138-Z.OEST-R 44305 Z.OEST-RJ000
4120 9601 44338 02 0.000 0.000 1 1 1 0.967076 -19.14218 254 0 Z.OEST-RJ138-Z.OES2-R 44337 Z.OES2-RJ000
4182 4180 0 01 0.000 0.000 1 1 0 0.000000 0.00000 355 0 JFCFCL-MG138-JFORA-UT  
4182 4180 0 02 0.000 0.000 1 1 0 0.000000 0.00000 355 0 JFCFCL-MG138-JFORA-UT  
4188 4187 0 01 0.000 0.000 1 1 0 0.000000 0.00000 210 0 U.ALCI-SP138-U.ALC-BI  
4192 1912 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 ELDOR-BIO013-ELDOR--M  
4198 4197 0 01 0.000 0.000 1 1 0 0.000000 0.00000 210 0 PARAN-BIO138-PARANA-S  
4201 4203 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 GLB-1--RJ138-TRG11-UT  
4201 4204 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 GLB-1--RJ138-TRV18-UT  
4201 4205 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 GLB-1--RJ138-TRV28-UT  
4201 44324 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 GLB-1--RJ138-TRG12-UT  
4202 4206 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 GLB-2--RJ138-TRG21-UT  
4202 4207 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 GLB-2--RJ138-TRG31-UT  
4202 4208 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 GLB-2--RJ138-TRV38-UT  
4202 44325 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 GLB-2--RJ138-TRG22-UT  
4202 44326 0 01 0.000 0.000 1 1 0 0.000000 0.00000 256 0 GLB-2--RJ138-TRG32-UT  
4224 7682 0 01 0.000 0.000 1 1 0 0.000000 0.00000 208 0 GUARA1-SP138-GUAR1-BI  
4236 652 0 04 0.000 0.000 1 1 0 0.000000 0.00000 209 0 N.AVAN-SP013-NAVANH-S  
4236 652 0 05 0.000 0.000 1 1 0 0.000000 0.00000 209 0 N.AVAN-SP013-NAVANH-S  
4285 4284 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 UNIVA-BIO013-UNIVAL-S  
4300 4302 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 TLGA-GUTE000-TLAG-A-M  
4301 4303 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 TLGB-GUTE000-TLAG-B-M  
4309 4325 9608 06 0.000 0.000 1 1 1 0.981673 -20.24262 251 0 NIGUT6-RJ013-NIGUT6-R 4308 NIGUT6-RJ000
4311 4350 7746 03 0.000 0.000 1 1 1 1.083005 22.29341 353 0 JANAU3-MG230-JAN3T3-M 7745 JAN3T3-MG000
4311 4350 7748 04 0.000 0.000 1 1 1 1.083005 22.29341 353 0 JANAU3-MG230-JAN3T4-M 7747 JAN3T4-MG000
4311 4312 42225 04 0.000 0.000 1 1 1 1.014032 18.24169 353 0 JANAU3-MG230-JANAT4-M 42224 JANAT4-MG000
4326 4331 42217 01 0.000 0.000 1 1 1 1.002976 -2.11241 357 0 JMONL4-MG069-JMONL4-M 42216 JMONL4-MG000
4332 4333 42181 01 0.000 0.000 1 1 1 1.085656 7.47123 351 0 JUSCEL-MG500-PJUST1-M 42180 PJUST1-MG000
4337 4339 42209 01 0.000 0.000 1 1 1 1.037732 -4.44057 352 0 BETIM6-MG345-BET6T1-M 42208 BET6T1-MG000
4337 4339 42211 02 0.000 0.000 1 1 1 1.037732 -4.44057 352 0 BETIM6-MG345-BET6T2-M 42210 BET6T2-MG000
4350 4376 0 01 0.000 0.000 1 1 0 0.000000 0.00000 351 0 JANAU3-MG500-JANAU3SI  
4351 4375 0 01 0.000 0.000 1 1 0 0.000000 0.00000 351 0 PPARA2-MG500-PPARA2CE  
4352 4355 4358 02 0.000 0.000 1 1 1 1.010043 5.63373 351 0 GVALA6-MG500-GVA6T2-M 4354 GVA6T2-MG000
4352 4357 4358 03 0.000 0.000 1 1 1 1.010043 5.63373 351 0 GVALA6-MG500-GVA6T3-M 4356 GVA6T3-MG000
4360 4361 42213 01 0.000 0.000 1 1 1 1.029191 -12.99542 352 0 VARGI4-MG345-VARGT1-M 42212 VARGT1-MG000
4360 4361 42215 02 0.000 0.000 1 1 1 1.029191 -12.99542 352 0 VARGI4-MG345-VARGT2-M 42214 VARGT2-MG000
4373 332 0 01 0.000 0.000 1 1 0 0.000000 0.00000 355 0 JFORA1-MG023-J.FORAPC  
4374 332 0 01 0.000 0.000 1 1 0 0.000000 0.00000 355 0 JFORA2-MG023-J.FORAPC  
4401 4402 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 COLET--MT138-COLET--M  
4416 4417 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PAMPEAPCH069-PAMPEA-M  
4424 4425 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 TERSANPCH013-TERSAN-M  
4430 4431 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 CIDEZAPCH013-CIDEZA-M  
4432 4433 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 JESUITPCH013-JESUIT-M  
4434 4435 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 SAPEZAPCH013-SAPEZA-M  
4436 4437 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 DIVISAPCH013-DIVISA-M  
4438 4439 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 SEGREDPCH013-SEGRED-M  
4440 4441 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 ILHCOMPCH013-ILHCOM-M  
4442 4443 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 PAREC-PCH013-PAREC--M  
4444 4445 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 ROMDOMPCH013-RONDOM-M  
4446 4447 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 TELEG-PCH013-TELEGR-M  
4448 4874 4954 01 0.000 0.000 1 1 1 1.035416 10.80466 472 0 PARECI-MT230-PAREC1-M 4952 PAREC1-MT000
4448 4874 4958 02 0.000 0.000 1 1 1 1.035416 10.80466 472 0 PARECI-MT230-PAREC2-M 4957 PAREC2-MT000
4448 4874 4961 03 0.000 0.000 1 1 1 1.035416 10.80466 472 0 PARECI-MT230-PAREC3-M 4960 PAREC3-MT000
4460 4461 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 BOCAIUPCH013-BOCAIU-M  
4465 4462 0 01 0.000 0.000 1 1 0 0.000000 0.00000 471 0 COLIDE-MT500-COLID-UH  
4468 4470 0 01 0.000 0.000 1 1 0 0.000000 0.00000 479 0 CACH--PCH013-CACH---M  
4471 4494 7553 01 0.000 0.000 1 1 1 1.048066 8.45700 473 0 PNAITA-MT138-PARNAI-M 7552 PARNAI-MT000
4472 4473 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 CABDEBPCH000-CABDEB-M  
4474 4475 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 SALTA-PCH000-SALTAP-M  
4476 4477 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 FAZENDUFV013-FAZEND-M  
4479 4478 0 01 0.000 0.000 1 1 0 0.000000 0.00000 471 0 SINOPG-MT500-SINOP-UH  
4491 4489 0 01 0.000 0.000 1 1 0 0.000000 0.00000 471 0 SMANOE-MT500-SMANO-UH  
4493 4492 0 01 0.000 0.000 1 1 0 0.000000 0.00000 471 0 TPIRES-MT500-TPIRESUH  
4498 4502 4503 03 0.000 0.000 1 1 1 1.015560 0.96638 472 0 BPEIX3-MT013-BPEIX3-M 4499 BPEIX3-MT000
4500 4502 4503 01 0.000 0.000 1 1 1 0.988663 1.07120 472 0 BPEIX1-MT013-BPEIX1-M 4501 BPEIX1-MT000
4502 4503 4506 02 0.000 0.000 1 1 1 1.015962 0.99153 472 0 B.PEIX-MT230-BPEIX2-M 4509 BPEIX2-MT000
4502 4503 4680 04 0.000 0.000 1 1 1 1.043773 0.94277 472 0 B.PEIX-MT230-BPEIX4-M 4678 BPEIX4-MT000
4502 4503 4681 05 0.000 0.000 1 1 1 1.038678 0.91092 472 0 B.PEIX-MT230-BPEIX5-M 4679 BPEIX5-MT000
4503 4767 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 B.PEIX-MT138-B.PEIX-M  
4513 4516 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 C.MAG-PCH138-C.MAGA-M  
4513 4516 0 02 0.000 0.000 1 1 0 0.000000 0.00000 477 0 C.MAG-PCH138-C.MAGA-M  
4514 4515 4949 01 0.000 0.000 1 1 1 1.020176 1.93452 471 0 CUIABA-MT500-CUI-T1-M 4930 CUI-T1-MT000
4517 4518 4951 01 0.000 0.000 1 1 1 1.013392 1.76015 471 0 RIBEIR-MT500-RIBEIR-M 4950 RIBEIR-MT000
4521 4523 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 ITIQUI-MT230-ITIQ-1UH  
4521 4525 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 ITIQUI-MT230-ITIQ-2UH  
4522 4527 4623 02 0.000 0.000 1 1 1 1.003178 1.99336 472 0 RONDON-MT230-RONDO2-M 4528 RONDO2-MT000
4522 4526 4623 01 0.000 0.000 1 1 1 1.006016 2.04867 472 0 RONDON-MT230-RONDO1-M 4529 RONDO1-MT000
4522 4543 4623 03 0.000 0.000 1 1 1 1.003790 1.99532 472 0 RONDON-MT230-RONDO3-M 4539 RONDO3-MT000
4522 4623 4630 04 0.000 0.000 1 1 1 1.003101 1.94740 472 0 RONDON-MT230-RONDO4-M 4629 RONDO4-MT000
4531 4677 0 01 0.000 0.000 1 1 0 0.000000 0.00000 511 0 RVNORT-GO500-RVNRT-CE  
4531 7079 7081 01 0.000 0.000 1 1 1 1.054769 0.25486 511 0 RVNORT-GO500-RVNOR1-G 7080 RVNOR1-GO000
4531 7079 7083 02 0.000 0.000 1 1 1 1.054769 0.25486 511 0 RVNORT-GO500-RVNOR2-G 7082 RVNOR2-GO000
4532 4533 4534 01 0.000 0.000 1 1 1 0.921326 0.93810 472 0 COXIPO-MT230-COXIP1-M 4545 COXIP1-MT000
4532 4533 4535 02 0.000 0.000 1 1 1 0.961394 0.93941 472 0 COXIPO-MT230-COXIP2-M 4546 COXIP2-MT000
4532 4533 4536 03 0.000 0.000 1 1 1 1.082019 0.94339 472 0 COXIPO-MT230-COXIP3-M 4547 COXIP3-MT000
4532 4533 4537 04 0.000 0.000 1 1 1 1.068182 0.95152 472 0 COXIPO-MT230-COXIP4-M 4548 COXIP4-MT000
4532 4533 4538 05 0.000 0.000 1 1 1 1.050553 0.96885 472 0 COXIPO-MT230-COXIP5-M 4549 COXIP5-MT000
4533 4796 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 COXIPO-MT138-COXI-1-M  
4533 4797 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 COXIPO-MT138-COXI-2-M  
4542 4544 4560 01 0.000 0.000 1 1 1 1.096464 -0.48584 472 0 NOBRES-MT230-NOBRE1-M 4550 NOBRE1-MT000
4542 4544 4561 02 0.000 0.000 1 1 1 1.096464 -0.48584 472 0 NOBRES-MT230-NOBRE2-M 4551 NOBRE2-MT000
4552 4554 4555 02 0.000 0.000 1 1 1 1.023957 -0.19754 472 0 N.MUTU-MT230-N.MUT2-M 4553 N.MUT2-MT000
4552 4554 4556 01 0.000 0.000 1 1 1 1.015424 0.42812 472 0 N.MUTU-MT230-N.MUT1-M 4559 N.MUT1-MT000
4552 4554 4672 03 0.000 0.000 1 1 1 1.023365 -0.19554 472 0 N.MUTU-MT230-N.MUT3-M 4671 N.MUT3-MT000
4562 7542 44449 02 0.000 0.000 1 1 1 1.000220 -2.43919 472 0 SORRIS-MT230-SORRI2-M 4568 SORRI2-MT000
4562 7542 44448 01 0.000 0.000 1 1 1 1.007954 -1.13767 472 0 SORRIS-MT230-SORRI1-M 4569 SORRI1-MT000
4562 4668 7542 03 0.000 0.000 1 1 1 1.000290 -2.50463 472 0 SORRIS-MT230-SORRI3-M 4667 SORRI3-MT000
4565 4665 0 01 0.000 0.000 1 1 0 0.000000 0.00000 471 0 PARTIN-MT500-PARTG-CE  
4565 4599 7551 02 0.000 0.000 1 1 1 1.024545 2.29816 471 0 PARTIN-MT500-PARTIN-M 7550 PARTIN-MT000
4570 4571 43594 02 0.000 0.000 1 1 1 1.093118 2.73490 511 0 TRINDA-GO500-TRINT2-G 43593 TRINT2-GO000
4570 4571 43596 03 0.000 0.000 1 1 1 1.025815 3.61516 511 0 TRINDA-GO500-TRINT3-G 43595 TRINT3-GO000
4570 4571 43598 04 0.000 0.000 1 1 1 1.027325 3.62574 511 0 TRINDA-GO500-TRINT4-G 43597 TRINT4-GO000
4573 4577 7537 01 0.000 0.000 1 1 1 1.030358 1.18243 472 0 LUC-RV-MT230-LUCRV1-M 4519 LUCRV1-MT000
4573 4590 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 LUC-RV-MT230-SADIA--M  
4573 4780 7537 02 0.000 0.000 1 1 1 1.029139 1.15997 472 0 LUC-RV-MT230-LUCRV2-M 4779 LUCRV2-MT000
4575 4921 0 01 0.000 0.000 1 1 0 0.000000 0.00000 475 0 LUC-RV-MT013-LUCCRV-M  
4581 4582 4583 02 0.000 0.000 1 1 1 1.032384 2.22754 472 0 SINOP2-MT013-SINOP2-M 4580 SINOP2-MT000
4582 4583 4587 03 0.000 0.000 1 1 1 1.032385 2.21251 472 0 SINOP--MT230-SINOP3-M 4584 SINOP3-MT000
4582 4583 4586 01 0.000 0.000 1 1 1 1.023145 2.24787 472 0 SINOP--MT230-SINOP1-M 4589 SINOP1-MT000
4582 4720 4948 01 0.000 0.000 1 1 1 0.950776 3.61876 472 0 SINOP--MT230-SINOA1-M 4945 SINOA1-MT000
4582 7845 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 SINOP--MT230-SINOP-CE  
4582 4720 44447 02 0.000 0.000 1 1 1 1.094732 3.65603 472 0 SINOP--MT230-SINOA2-M 44446 SINOA2-MT000
4592 21 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 MANSO--MT230-MANSO-UH  
4593 4596 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 EPE----MT138-CBA-G-UT  
4593 4597 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 EPE----MT138-CBA-V-UT  
4594 4520 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 P.PEDR-MT230-P.PEDRUH  
4601 4638 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 STADE-PCH138-STADE-PC  
4602 4605 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 ZEFERN-MT138-SLOUREPC  
4607 4649 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SUCUPI-MT034-SUCUP-PC  
4607 4697 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SUCUPI-MT034-CAMBA-PC  
4607 4698 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SUCUPI-MT034-EMBAU-PC  
4610 4609 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SQUEDA-MT138-7QUED-PC  
4612 4617 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 UFENIX-MT138-FENIX-UT  
4613 4615 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PETROV-MT138-PETROV-M  
4620 4631 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SGABRI-MT138-SGABR-PC  
4622 4768 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PRIMRU-MT138-PRIMR2-M  
4622 4778 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PRIMRU-MT138-PRIMR1-M  
4623 3568 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RONDON-MT138-D.TOGA-M  
4623 4625 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RONDON-MT138-RONDO2-M  
4623 4626 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RONDON-MT138-RONDO3-M  
4623 4627 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RONDON-MT138-RONDO1-M  
4623 4661 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RONDON-MT138-RONDO4-M  
4633 4635 0 02 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RON-CT-MT138-RONCT2-M  
4633 4636 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RON-CT-MT138-RONCT1-M  
4633 4774 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RON-CT-MT138-RONCT3-M  
4643 4645 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JACIAR-MT138-JACIA-PC  
4643 4646 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JACIAR-MT138-JACIAR-M  
4647 4650 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PEQUI--MT034-PEQUI-PC  
4648 4604 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JONAS--MT034-JONASPPC  
4648 4688 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JONAS--MT034-GLORI-PC  
4653 4656 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 B.GARC-MT138-BGARC--M  
4653 4657 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 B.GARC-MT138-B.GAR2-M  
4653 4660 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 B.GARC-MT138-BGARC2-M  
4663 3569 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 N.XAVA-MT138-N.XAV-PC  
4663 4666 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 N.XAVA-MT138-N.XVAI-M  
4673 4676 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 AGUA.B-MT138-AGUA.B-M  
4683 4684 7565 01 0.000 0.000 1 1 1 1.014782 -4.58876 478 0 CANARA-MT138-CANARA-M 7564 CANARA-MT000
4685 4760 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CANGAS-MT138-CANGAS-M  
4689 4691 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SELMA--MT034-MESTREPC  
4689 4692 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SELMA--MT034-S.CECIPC  
4699 3554 0 01 0.000 0.000 1 1 0 0.000000 0.00000 476 0 ARIPUA-MT034-ARIPUA-M  
4699 7834 0 01 0.000 0.000 1 1 0 0.000000 0.00000 476 0 ARIPUA-MT034-ARIPUA-M  
4700 4862 4941 01 0.000 0.000 1 1 1 1.054567 7.22593 471 0 JAURU--MT500-JAURA1-M 4940 JAURA1-MT000
4700 4862 4944 02 0.000 0.000 1 1 1 1.034478 7.29923 471 0 JAURU--MT500-JAURA2-M 4942 JAURA2-MT000
4703 4706 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 BDURO--MT138-BDURO1-M  
4703 4707 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 BDURO--MT138-BDURO2-M  
4703 4708 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 BDURO--MT138-BDURO3-M  
4703 4709 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 BDURO--MT138-BDURO4-M  
4711 4714 4964 01 0.000 0.000 1 1 1 1.062641 -3.66354 472 0 VGRAND-MT230-VGRND1-M 4962 VGRND1-MT000
4713 4716 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 V.GRAN-MT138-VGRAN1-M  
4713 4717 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 V.GRAN-MT138-VGRAN2-M  
4713 4718 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 V.GRAN-MT138-VGRAN3-M  
4713 4719 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 V.GRAN-MT138-VGRAN4-M  
4713 6938 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 V.GRAN-MT138-VGRAN5-M  
4714 4712 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 VGDEF1-MT138-VGRAND-M  
4715 4712 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 VGDEF2-MT138-VGRAND-M  
4723 4726 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 C.ALTA-MT138-CALTA1-M  
4723 4727 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 C.ALTA-MT138-CALTA2-M  
4723 4728 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 C.ALTA-MT138-CALTA3-M  
4723 4729 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 C.ALTA-MT138-CALTA4-M  
4733 4731 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CPA----MT138-CPA-S3-M  
4733 4736 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CPA----MT138-CPA-S1-M  
4733 4737 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CPA----MT138-CPA-S2-M  
4743 4746 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RODOVI-MT138-RODOVI-M  
